;PROVINCIA;MUNICIPIO;CUIT;RazonSocial;Linea;AMBA;REC. URB;KM. URB;PAX. URB;Facto rCorr ecKM;Facto r Corre c Rec;Facto r Corre c Pax;Cert Cont;Libro IVA;DDJJ IVA;"Art. 6º Res.
337/
04";"Art. 6º Res.
680/
05";"Art. 7º Res.
680/
05";Cum ple Per miso;Anex o V;Regi men Tarif ario;Cum ple Inc. a;Cum ple Inc. b;Está en Gas oil;"UTA
Cum ple";"CUIT
Valid a";"Res 1 /
12";"Res 422
(Estr uctur a de Cost os)";Habilita do a cobrar;Unid. Habilit en Gasoil;"Unid. NO
Habilit en Gasoil";Litros Go CNRT;Unidad es Compu tables CCP;Agentes computa bles;FC Final
Diciembre (2013);MENDOZA;PROV;30-54636240-6;EL CACIQUE S.A.;7125;NO;1.240.354,88;472.562;1.114.797;1,000;0,997;0,926;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;6,10;0,06;14.523,95;6,10;16,57;0,98953
Diciembre (2013);MENDOZA;PROV;30-54636240-6;EL CACIQUE S.A.;7230;NO;1.138.621,50;614.575;1.009.214;1,000;1,000;0,942;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;6,10;0,06;18.888,65;6,10;16,57;0,98953
Diciembre (2013);MENDOZA;PROV;30-54636240-6;EL CACIQUE S.A.;7231;NO;3.267.576,50;1.113.277;2.991.325;1,000;1,000;0,912;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;11,18;0,12;34.216,00;11,18;30,37;0,98953
Diciembre (2013);MENDOZA;PROV;30-54636240-6;EL CACIQUE S.A.;7232;NO;618.588,19;376.987;568.051;1,000;1,000;0,909;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;4,06;0,04;11.586,50;4,06;11,04;0,98953
Diciembre (2013);MENDOZA;PROV;30-54636240-6;EL CACIQUE S.A.;7233;NO;2.200.294,75;766.692;1.972.543;1,000;1,000;0,931;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;9,15;0,10;23.563,89;9,15;24,85;0,98953
Diciembre (2013);MENDOZA;PROV;30-54636240-6;EL CACIQUE S.A.;7235;NO;566.469,81;301.150;449.548;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;3,05;0,03;9.255,69;3,05;8,28;0,98953
Diciembre (2013);MENDOZA;PROV;30-54636240-6;EL CACIQUE S.A.;8111;NO;934.372,88;415.196;848.867;1,000;1,000;0,919;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;5,08;0,05;12.760,84;5,08;13,81;0,98953
Diciembre (2013);MENDOZA;PROV;30-54636240-6;EL CACIQUE S.A.;8121;NO;2.137.445,50;868.999;1.939.856;1,000;1,000;0,920;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;14,23;0,15;26.708,24;14,23;38,66;0,98953
Diciembre (2013);MENDOZA;PROV;30-54636240-6;EL CACIQUE S.A.;8132;NO;797.688,06;386.570;776.777;1,000;1,000;0,857;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;5,08;0,05;11.881,03;5,08;13,81;0,98953
Diciembre (2013);MENDOZA;PROV;30-54636240-6;EL CACIQUE S.A.;8141;NO;3.694.546,25;1.110.568;3.260.511;1,000;1,000;0,946;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;16,26;0,17;34.132,74;16,26;44,18;0,98953
Diciembre (2013);MENDOZA;PROV;30-54636240-6;EL CACIQUE S.A.;9111;NO;926.109,75;450.234;707.181;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;5,08;0,05;13.837,71;5,08;13,81;0,98953
Diciembre (2013);MENDOZA;PROV;30-54636240-6;EL CACIQUE S.A.;9128;NO;6.670.973,50;2.392.851;5.418.527;1,000;1,000;0,995;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;31,50;0,33;73.543,05;31,50;85,59;0,98953
Diciembre (2013);MENDOZA;PROV;30-54636240-6;EL CACIQUE S.A.;9131;NO;1.369.029,75;567.225;1.238.034;1,000;1,000;0,894;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;7,11;0,08;17.433,37;7,11;19,33;0,98953
Diciembre (2013);MENDOZA;PROV;30-54636240-6;EL CACIQUE S.A.;9164;NO;1.203.240,13;532.910;1.116.149;1,000;1,000;0,900;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;6,10;0,06;16.378,72;6,10;16,57;0,98953
Diciembre (2013);MENDOZA;PROV;30-54636240-6;EL CACIQUE S.A.;9170;NO;2.635.553,75;1.055.547;2.199.178;1,000;1,000;0,969;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;13,21;0,14;32.441,70;13,21;35,89;0,98953
Diciembre (2013);MENDOZA;PROV;30-54636240-6;EL CACIQUE S.A.;9172;NO;1.327.315,75;550.409;1.170.870;1,000;1,000;0,916;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;6,10;0,06;16.916,54;6,10;16,57;0,98953
Diciembre (2013);MENDOZA;PROV;30-54636295-3;TRANSPORTES EL PLUMERILLO S.A.;6111;NO;4.283.657,50;1.351.665;3.850.438;1,000;1,000;0,899;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;13,99;1,01;40.542,02;13,99;33,63;0,93269
Diciembre (2013);MENDOZA;PROV;30-54636295-3;TRANSPORTES EL PLUMERILLO S.A.;6116;NO;2.642.659,25;1.083.740;2.185.929;1,000;1,000;0,977;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;14,92;1,08;32.505,84;14,92;35,87;0,93269
Diciembre (2013);MENDOZA;PROV;30-54636295-3;TRANSPORTES EL PLUMERILLO S.A.;6122;NO;2.590.370,75;1.100.374;2.363.979;1,000;1,000;0,915;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;11,19;0,81;33.004,77;11,19;26,90;0,93269
Diciembre (2013);MENDOZA;PROV;30-54636295-3;TRANSPORTES EL PLUMERILLO S.A.;6132;NO;3.685.562,75;1.298.049;3.321.619;1,000;1,000;0,926;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;15,86;1,14;38.933,86;15,86;38,11;0,93269
Diciembre (2013);MENDOZA;PROV;30-54636295-3;TRANSPORTES EL PLUMERILLO S.A.;6142;NO;1.282.891,88;607.391;1.169.637;1,000;1,000;0,916;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;6,53;0,47;18.218,17;6,53;15,69;0,93269
Diciembre (2013);MENDOZA;PROV;30-54636295-3;TRANSPORTES EL PLUMERILLO S.A.;6151;NO;838.653,88;423.517;763.929;1,000;1,000;0,916;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;3,73;0,27;12.703,03;3,73;8,97;0,93269
Diciembre (2013);MENDOZA;PROV;30-54636295-3;TRANSPORTES EL PLUMERILLO S.A.;6153;NO;691.328,75;271.390;558.788;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;5,60;0,40;8.140,11;5,60;13,45;0,93269
Diciembre (2013);MENDOZA;PROV;30-54636295-3;TRANSPORTES EL PLUMERILLO S.A.;6162;NO;2.192.160,75;864.489;1.993.875;1,000;1,000;0,918;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;8,39;0,61;25.929,60;8,39;20,18;0,93269
Diciembre (2013);MENDOZA;PROV;30-54636295-3;TRANSPORTES EL PLUMERILLO S.A.;6172;NO;1.715.401,13;571.535;1.544.949;1,000;1,000;0,927;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;8,39;0,61;17.142,70;8,39;20,18;0,93269
Diciembre (2013);MENDOZA;PROV;30-54636295-3;TRANSPORTES EL PLUMERILLO S.A.;6179;NO;41.229,24;22.984;38.032;1,000;1,000;0,876;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;0,93;0,07;689,39;0,93;2,24;0,93269
Diciembre (2013);MENDOZA;PROV;30-54636295-3;TRANSPORTES EL PLUMERILLO S.A.;6182;NO;1.735.515,25;782.237;1.545.709;1,000;1,000;0,937;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;7,46;0,54;23.462,52;7,46;17,94;0,93269
Diciembre (2013);MENDOZA;PROV;30-54640847-3;AUTOTRANSPORTES ISELIN S.A.;511;NO;4.078.809,75;788.854;2.643.960;0,770;0,770;0,770;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;10,29;0,64;17.029,19;10,29;30,86;0,94118
Diciembre (2013);MENDOZA;PROV;30-54640847-3;AUTOTRANSPORTES ISELIN S.A.;513;NO;314.401,78;113.572;201.094;0,770;0,770;0,770;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;1,71;0,11;2.451,72;1,71;5,14;0,94118
Diciembre (2013);MENDOZA;PROV;30-54640847-3;AUTOTRANSPORTES ISELIN S.A.;514;NO;1.128.515,88;477.620;798.449;0,770;0,770;0,770;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;4,29;0,27;10.310,51;4,29;12,86;0,94118
Diciembre (2013);MENDOZA;PROV;30-54640847-3;AUTOTRANSPORTES ISELIN S.A.;515;NO;85.745,94;51.327;54.821;0,770;0,770;0,770;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;0,86;0,05;1.108,01;0,86;2,57;0,94118
Diciembre (2013);MENDOZA;PROV;30-54640847-3;AUTOTRANSPORTES ISELIN S.A.;516;NO;171.491,88;74.427;109.653;0,770;0,770;0,770;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;0,86;0,05;1.606,67;0,86;2,57;0,94118
Diciembre (2013);MENDOZA;PROV;30-54640847-3;AUTOTRANSPORTES ISELIN S.A.;517 A;NO;403.398,78;357.822;26.693;0,770;0,770;0,770;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;0,86;0,05;7.724,41;0,86;2,57;0,94118
Diciembre (2013);MENDOZA;PROV;30-54640847-3;AUTOTRANSPORTES ISELIN S.A.;517 B;NO;385.690,47;150.822;100.164;0,770;0,770;0,770;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;1,71;0,11;3.255,84;1,71;5,14;0,94118
Diciembre (2013);MENDOZA;PROV;30-54640847-3;AUTOTRANSPORTES ISELIN S.A.;518;NO;214.772,41;166.880;90.727;0,770;0,770;0,770;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;1,71;0,11;3.602,48;1,71;5,14;0,94118
Diciembre (2013);MENDOZA;PROV;30-54640847-3;AUTOTRANSPORTES ISELIN S.A.;519 A;NO;151.813,94;70.324;47.990;0,770;0,770;0,770;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;0,86;0,05;1.518,10;0,86;2,57;0,94118
Diciembre (2013);MENDOZA;PROV;30-54640847-3;AUTOTRANSPORTES ISELIN S.A.;519 B;NO;421.751,25;175.719;154.510;0,770;0,770;0,770;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;0,86;0,05;3.793,29;0,86;2,57;0,94118
Diciembre (2013);MENDOZA;PROV;30-54640847-3;AUTOTRANSPORTES ISELIN S.A.;531 A;NO;280.932,25;327.772;94.869;0,770;0,770;0,770;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;5,14;0,32;7.075,70;5,14;15,43;0,94118
Diciembre (2013);MENDOZA;PROV;30-54640847-3;AUTOTRANSPORTES ISELIN S.A.;531 B;NO;968.252,75;187.150;259.781;0,770;0,770;0,770;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;1,71;0,11;4.040,06;1,71;5,14;0,94118
Diciembre (2013);MENDOZA;PROV;30-54640847-3;AUTOTRANSPORTES ISELIN S.A.;532;NO;242.269,69;151.393;106.803;0,770;0,770;0,770;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;1,29;0,08;3.268,16;1,29;3,86;0,94118
Diciembre (2013);MENDOZA;PROV;30-54640847-3;AUTOTRANSPORTES ISELIN S.A.;533 A;NO;1.932.168,38;577.253;401.493;0,770;0,770;0,770;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;3,86;0,24;12.461,32;3,86;11,57;0,94118
Diciembre (2013);MENDOZA;PROV;30-54640847-3;AUTOTRANSPORTES ISELIN S.A.;533 B;NO;331.572,72;129.160;110.789;0,770;0,770;0,770;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;3,43;0,21;2.788,21;3,43;10,29;0,94118
Diciembre (2013);MENDOZA;PROV;30-54640847-3;AUTOTRANSPORTES ISELIN S.A.;533 C;NO;422.249,56;204.390;91.707;0,770;0,770;0,770;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;1,71;0,11;4.412,22;1,71;5,14;0,94118
Diciembre (2013);MENDOZA;PROV;30-54640847-3;AUTOTRANSPORTES ISELIN S.A.;535;NO;1.003.334,94;276.013;66.732;0,770;0,712;0,770;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;0,57;0,04;5.958,37;0,57;1,72;0,94118
Diciembre (2013);MENDOZA;PROV;30-54640847-3;AUTOTRANSPORTES ISELIN S.A.;536;NO;219.299,02;95.904,00;13.334,00;0,770;0,770;0,770;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;1,14;0,07;2.070,31;1,14;3,42;0,94118
Diciembre (2013);MENDOZA;PROV;30-54640847-3;AUTOTRANSPORTES ISELIN S.A.;537;NO;6.172.985,00;1.566.003;404.193;0,770;0,770;0,770;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;4,71;0,29;33.805,73;4,71;14,14;0,94118
Diciembre (2013);MENDOZA;PROV;30-54640847-3;AUTOTRANSPORTES ISELIN S.A.;538;NO;160.475,91;79.292;8.373;0,770;0,770;0,770;SI;SI;SI;NO;NO;NO;NO;SI;SI;NA;SI;SI;SI;SI;SI;SI;NO;0,43;0,03;1.711,70;0,00;0,00;0,00000
Diciembre (2013);MENDOZA;PROV;30-54648445-5;TRANSPORTE DE PASAJEROS GENERAL ROCA S.R.L.;5113;NO;2.068.134,50;747.233;1.887.972;0,893;1,000;0,886;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;15,14;0,29;22.244,15;15,14;45,43;0,98148
Diciembre (2013);MENDOZA;PROV;30-54648445-5;TRANSPORTE DE PASAJEROS GENERAL ROCA S.R.L.;5114;NO;2.712.164,00;915.590;2.424.372;0,893;1,000;0,934;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;11,10;0,21;27.255,92;11,10;33,31;0,98148
Diciembre (2013);MENDOZA;PROV;30-54648445-5;TRANSPORTE DE PASAJEROS GENERAL ROCA S.R.L.;5124;NO;2.518.952,75;919.748;2.280.974;0,893;1,000;0,922;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;14,13;0,27;27.379,70;14,13;42,40;0,98148
Diciembre (2013);MENDOZA;PROV;30-54648445-5;TRANSPORTE DE PASAJEROS GENERAL ROCA S.R.L.;5134;NO;2.945.841,50;1.076.116;2.629.607;0,893;1,000;0,935;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;12,11;0,23;32.034,57;12,11;36,34;0,98148
Diciembre (2013);MENDOZA;PROV;30-54648445-5;TRANSPORTE DE PASAJEROS GENERAL ROCA S.R.L.;5138;NO;2.677.516,25;1.107.006;2.393.452;0,893;1,000;0,934;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;12,11;0,23;32.954,12;12,11;36,34;0,98148
Diciembre (2013);MENDOZA;PROV;30-54648445-5;TRANSPORTE DE PASAJEROS GENERAL ROCA S.R.L.;5142;NO;3.786.873,50;1.456.075;3.452.184;0,893;1,000;0,916;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;14,13;0,27;43.345,45;14,13;42,40;0,98148
Diciembre (2013);MENDOZA;PROV;30-54648445-5;TRANSPORTE DE PASAJEROS GENERAL ROCA S.R.L.;5146;NO;430.949,56;182.812;397.616;0,893;1,000;0,905;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;1,01;0,02;5.442,07;1,01;3,03;0,98148
Diciembre (2013);MENDOZA;PROV;30-54648445-5;TRANSPORTE DE PASAJEROS GENERAL ROCA S.R.L.;5148;NO;72.975,58;35.165;68.429;0,893;1,000;0,890;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;3,03;0,06;1.046,82;3,03;9,09;0,98148
Diciembre (2013);MENDOZA;PROV;30-54648445-5;TRANSPORTE DE PASAJEROS GENERAL ROCA S.R.L.;5156;NO;6.542.211,50;2.561.926;5.624.007;0,893;1,000;0,912;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;23,22;0,44;76.265,19;23,22;69,66;0,98148
Diciembre (2013);MENDOZA;PROV;30-64519168-0;NUEVA GENERACION SA;751;NO;661.645,13;474.630;487.711;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;3,86;0,05;10.686,80;3,86;10,32;0,98734
Diciembre (2013);MENDOZA;PROV;30-64519168-0;NUEVA GENERACION SA;754;NO;99.645,60;52.154;72.895;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;0,97;0,01;1.174,30;0,97;2,58;0,98734
Diciembre (2013);MENDOZA;PROV;30-64519168-0;NUEVA GENERACION SA;755;NO;261.687,62;319.623;192.930;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;0,97;0,01;7.196,67;0,97;2,58;0,98734
Diciembre (2013);MENDOZA;PROV;30-64519168-0;NUEVA GENERACION SA;756;NO;115.637,00;34.653;76.280;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;0,97;0,01;780,24;0,97;2,58;0,98734
Diciembre (2013);MENDOZA;PROV;30-64519168-0;NUEVA GENERACION SA;758;NO;3.651.188,50;1.520.910;2.167.740;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;11,59;0,15;34.244,92;11,59;30,96;0,98734
Diciembre (2013);MENDOZA;PROV;30-64519168-0;NUEVA GENERACION SA;759;NO;1.361.765,63;361.920;798.807;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;2,90;0,04;8.149,02;2,90;7,74;0,98734
Diciembre (2013);MENDOZA;PROV;30-64519168-0;NUEVA GENERACION SA;760;NO;3.718.815,00;1.437.078;1.282.271;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;13,52;0,17;32.357,36;13,52;36,12;0,98734
Diciembre (2013);MENDOZA;PROV;30-64519168-0;NUEVA GENERACION SA;761;NO;2.774.201,50;1.230.209;727.303;1,000;1,000;0,820;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;4,83;0,06;27.699,47;4,83;12,90;0,98734
Diciembre (2013);MENDOZA;PROV;30-64519168-0;NUEVA GENERACION SA;762;NO;339.717,86;309.643;241.103;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;1,05;0,01;6.971,95;1,05;2,80;0,98734
Diciembre (2013);MENDOZA;PROV;30-64519168-0;NUEVA GENERACION SA;763;NO;270.258,80;173.107;134.782;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;2,73;0,04;3.897,70;2,73;7,30;0,98734
Diciembre (2013);MENDOZA;PROV;30-64519168-0;NUEVA GENERACION SA;764;NO;536.402,84;296.168;240.309;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;5,63;0,07;6.668,54;5,63;15,04;0,98734
Diciembre (2013);MENDOZA;PROV;30-64519168-0;NUEVA GENERACION SA;765;NO;341.958,56;64.452;207.554;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;0,97;0,01;1.451,21;0,97;2,58;0,98734
Diciembre (2013);MENDOZA;PROV;30-64519168-0;NUEVA GENERACION SA;766;NO;127.101,55;94.156;76.254;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;0,97;0,01;2.120,02;0,97;2,58;0,98734
Diciembre (2013);MENDOZA;PROV;30-64519168-0;NUEVA GENERACION SA;767;NO;23.638,25;69.354;14.132;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;0,97;0,01;1.561,58;0,97;2,58;0,98734
Diciembre (2013);MENDOZA;PROV;30-64519168-0;NUEVA GENERACION SA;768;NO;1.182.014,63;1.253.018;589.399;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;2,90;0,04;28.213,04;2,90;7,74;0,98734
Diciembre (2013);MENDOZA;PROV;30-64519168-0;NUEVA GENERACION SA;769;NO;739.169,31;379.424;225.462;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;1,93;0,02;8.543,14;1,93;5,16;0,98734
Diciembre (2013);MENDOZA;PROV;30-64519168-0;NUEVA GENERACION SA;770;NO;111.700,75;77.606;53.076;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;0,97;0,01;1.747,39;0,97;2,58;0,98734
Diciembre (2013);MENDOZA;PROV;30-64519168-0;NUEVA GENERACION SA;771;NO;149.008,00;107.400;147.313;1,000;1,000;0,826;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;0,97;0,01;2.418,22;0,97;2,58;0,98734
Diciembre (2013);MENDOZA;PROV;30-64519168-0;NUEVA GENERACION SA;772;NO;524.079,19;95.222;237.737;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;0,97;0,01;2.144,03;0,97;2,58;0,98734
Diciembre (2013);MENDOZA;PROV;30-64519168-0;NUEVA GENERACION SA;773;NO;2.902.263,25;486.674;2.008.706;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;4,83;0,06;10.957,98;4,83;12,90;0,98734
Diciembre (2013);MENDOZA;PROV;30-64519168-0;NUEVA GENERACION SA;774;NO;198.215,84;77.298;113.725;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;0,97;0,01;1.740,44;0,97;2,58;0,98734
Diciembre (2013);MENDOZA;PROV;30-64519168-0;NUEVA GENERACION SA;775;NO;350.959,44;108.889;151.443;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;NO;SI;SI;NA;SI;SI;SI;SI;SI;SI;NO;1,93;0,02;2.451,76;0,00;0,00;0,00000
Diciembre (2013);MENDOZA;PROV;30-64519168-0;NUEVA GENERACION SA;776;NO;125.269,80;137.516;75.865;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;0,97;0,01;3.096,33;0,97;2,58;0,98734
Diciembre (2013);MENDOZA;PROV;30-64519168-0;NUEVA GENERACION SA;777;NO;469.970,34;200.445;241.273;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;0,97;0,01;4.513,23;0,97;2,58;0,98734
Diciembre (2013);MENDOZA;PROV;30-64519168-0;NUEVA GENERACION SA;778A;NO;281.460,34;126.015;125.173;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;0,97;0,01;2.837,36;0,97;2,58;0,98734
Diciembre (2013);MENDOZA;PROV;30-64519168-0;NUEVA GENERACION SA;778B;NO;347.395,91;98.616;146.427;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;NO;SI;SI;NA;SI;SI;SI;SI;SI;SI;NO;0,97;0,01;2.220,44;0,00;0,00;0,00000
Diciembre (2013);MENDOZA;PROV;30-64519168-0;NUEVA GENERACION SA;779;NO;279.929,34;84.772;93.540;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;NO;SI;SI;NA;SI;SI;SI;SI;SI;SI;NO;0,97;0,01;1.908,73;0,00;0,00;0,00000
Diciembre (2013);MENDOZA;PROV;30-64519168-0;NUEVA GENERACION SA;780;NO;194.068,60;214.996;102.019;1,000;0,988;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;0,97;0,01;4.840,86;0,97;2,58;0,98734
Diciembre (2013);MENDOZA;PROV;30-64519168-0;NUEVA GENERACION SA;782;NO;441.659,91;214.949;274.384;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;1,93;0,02;4.839,80;1,93;5,16;0,98734
Diciembre (2013);MENDOZA;PROV;30-64519168-0;NUEVA GENERACION SA;783;NO;166.498,93;193.110;120.493;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;0,97;0,01;4.348,09;0,97;2,58;0,98734
